epsilon,beta,tau,n,min_val,max_val,quantile,clip_thresh,b,noise,actual_sum,estimated_sum
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50608,67477.33333333333,-27929.406859451938,1417404433,1417281579.5931406
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50379,67172.0,-20091.657295822384,1417404433,1417236457.3427043
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50450,67266.66666666667,107208.69216274854,1417404433,1417382171.6921628
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50497,67329.33333333333,-29438.350695127487,1417404433,1417256696.6493049
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50373,67164.0,15960.398387730947,1417404433,1417270851.3983877
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50473,67297.33333333333,19281.039961394006,1417404433,1417299777.0399613
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50602,67469.33333333333,58633.20174878835,1417404433,1417366972.2017488
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50175,66900.0,-24243.204991409446,1417404433,1417167167.7950087
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50412,67216.0,-45456.15578618294,1417404433,1417219988.8442137
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50481,67308.0,28543.50405979092,1417404433,1417310940.5040598
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50492,67322.66666666667,-42319.72284657507,1417404433,1417242656.2771535
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50460,67280.0,77156.014326023,1417404433,1417354538.014326
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50414,67218.66666666667,-19048.32384875656,1417404433,1417246917.6761513
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50529,67372.0,-121579.73192454234,1417404433,1417171726.2680755
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,33554432,44739242.666666664,23617882.608327843,1417404433,1441022315.6083279
2,0.1,352.5353116371667,55500,0,2147483647,55147.46468836283,50530,67373.33333333333,54767.715957527646,1417404433,1417348292.7159576
