epsilon,beta,tau,n,min_val,max_val,quantile,clip_thresh,b,noise,actual_sum,estimated_sum
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,17280808233,92164310576.0,-153137145077.455,781899455983281,236491975713520.53
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,34359738369,183251937968.0,-138262355683.56488,781899455983281,291994771090907.44
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,13695303636,73041619392.0,-65179381711.3335,781899455983281,221332785487297.66
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,12858679231,68579622565.333336,-63328082742.9688,781899455983281,217465159236593.03
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,11674843100,62265829866.666664,-75579711997.81363,781899455983281,211707000846062.2
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,15064637985,80344735920.0,47714728178.7885,781899455983281,227492241129118.78
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,14793142105,78896757893.33333,158013338624.86447,781899455983281,226427305503940.88
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,12884696990,68718383946.666664,87894532264.69998,781899455983281,217738920354451.7
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,15905067333,84827025776.0,29365230613.066307,781899455983281,231045152396478.06
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,15111911315,80596860346.66667,42741316772.17423,781899455983281,227690887408208.2
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,15520121925,82773983600.0,-5594639508.5790615,781899455983281,229387120398981.4
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,14397467894,76786495434.66667,65291482825.54849,781899455983281,224601526787028.56
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,11207180030,59771626826.666664,117054604308.27798,781899455983281,209530766425831.28
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,13857021817,73904116357.33333,8145770123.376194,781899455983281,222137528457599.38
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,12844793663,68505566202.666664,6000721901.231642,781899455983281,217469031658296.22
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,15417295048,82225573589.33333,42047488705.539665,781899455983281,228997828785342.53
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,14207038566,75770872352.0,48417601274.79795,781899455983281,223741641902897.8
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,14867855645,79295230106.66667,24643490498.35562,781899455983281,226618383695085.34
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,13633918288,72714230869.33333,57334590558.683044,781899455983281,221176256889202.7
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,14514655859,77411497914.66667,7507122374.018311,781899455983281,225060154249643.03
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,13602839456,72548477098.66667,-106553998869.94858,781899455983281,220870827387498.06
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,11811127231,62992678565.333336,126564432266.00117,781899455983281,212587302408311.0
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,11810603008,62989882709.333336,48984619793.61761,781899455983281,212507123424971.62
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,16414475281,87543868165.33333,3738362415.259061,781899455983281,233137973126447.25
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,14561599771,77661865445.33333,75534309701.78844,781899455983281,225334293346004.78
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,16391414917,87420879557.33333,-17988514472.05962,781899455983281,233021301388846.94
0.5,0.01,4406.655313205641,8225871,0,9223372036854775807,8221464.344686794,15037476613,80199875269.33333,-96369535690.53712,781899455983281,227231005213626.47
