epsilon,beta,tau,n,min_val,max_val,quantile,clip_thresh,b,noise,actual_sum,estimated_sum
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,25769795568,68719454848.0,29312018783.165154,781899455983281,266928598978513.16
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,32874467878,87665247674.66667,28178769455.816204,781899455983281,288093496571997.8
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,31672168320,84459115520.0,-21431135303.643894,781899455983281,284665750039807.4
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,33165299853,88440799608.0,92851982784.65277,781899455983281,288963354500063.6
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,34397047069,91725458850.66667,185244336426.3124,781899455983281,292418918484407.3
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,33330886725,88882364600.0,-410112792.30108565,781899455983281,289326494946709.7
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,33325704705,88868545880.0,131124188080.67853,781899455983281,289443763146522.7
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,36316275985,96843402626.66667,-75873469245.77408,781899455983281,297255009199443.25
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,33087613643,88233636381.33333,14732780161.40908,781899455983281,288670753613621.44
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,25761284064,68696757504.0,7860519630.7394705,781899455983281,266879871482753.75
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,31909918762,85093116698.66667,-11156183129.948185,781899455983281,285349726397750.06
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,34543331409,92115550424.0,41992969308.09562,781899455983281,292669438261313.1
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,30466888526,81245036069.33333,-17588096695.9445,781899455983281,281206320584093.06
1,0.001,2784.7002298201264,8225871,0,9223372036854775807,8223086.29977018,34449796551,91866124136.0,-41560781282.55187,781899455983281,292334182207844.44
