epsilon,beta,tau,n,min_val,max_val,quantile,clip_thresh,b,noise,actual_sum,estimated_sum
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47901,255472.0,50622.63206516848,1417404433,1414276838.632065
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48128,256682.66666666666,-154819.81539304083,1417404433,1414602374.184607
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48129,256688.0,-639737.3389135345,1417404433,1414119664.6610866
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47775,254800.0,88620.25035782091,1417404433,1413995030.2503579
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48128,256682.66666666666,136872.13309580597,1417404433,1414894066.1330957
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47889,255408.0,15669.529554704235,1417404433,1414212323.5295546
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47847,255184.0,-275230.6989209932,1417404433,1413816369.301079
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48129,256688.0,207030.84187699447,1417404433,1414966432.841877
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47988,255936.0,-135083.241266466,1417404433,1414301268.7587335
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48128,256682.66666666666,-351061.4644518236,1417404433,1414406132.5355482
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48013,256069.33333333334,75349.46527315077,1417404433,1414570760.4652731
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47855,255226.66666666666,-22628.274423839168,1417404433,1414089166.7255762
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48144,256768.0,-123142.39507224924,1417404433,1414669293.6049278
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47921,255578.66666666666,228494.78819505658,1417404433,1414503617.7881951
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47743,254629.33333333334,19178.200445945655,1417404433,1413841272.200446
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,47743,254629.33333333334,14406.807473350746,1417404433,1413836500.8074734
0.5,0.001,2564.6320861316626,55500,0,2147483647,52935.36791386834,48000,256000.0,-49265.82456668778,1417404433,1414415532.1754334
